start_date,end_date,finished,condition,subject,gender,age,mood_pre,mood_post,STAI_pre_1_1,STAI_pre_1_2,STAI_pre_1_3,STAI_pre_1_4,STAI_pre_1_5,STAI_pre_1_6,STAI_pre_1_7,STAI_pre_2_1,STAI_pre_2_2,STAI_pre_2_3,STAI_pre_2_4,STAI_pre_2_5,STAI_pre_2_6,STAI_pre_2_7,STAI_pre_3_1,STAI_pre_3_2,STAI_pre_3_3,STAI_pre_3_4,STAI_pre_3_5,STAI_pre_3_6,STAI_post_1_1,STAI_post_1_2,STAI_post_1_3,STAI_post_1_4,STAI_post_1_5,STAI_post_1_6,STAI_post_1_7,STAI_post_2_1,STAI_post_2_2,STAI_post_2_3,STAI_post_2_4,STAI_post_2_5,STAI_post_2_6,STAI_post_2_7,STAI_post_3_1,STAI_post_3_2,STAI_post_3_3,STAI_post_3_4,STAI_post_3_5,STAI_post_3_6,moral_dilemma_dog,moral_dilemma_wallet,moral_dilemma_plane,moral_dilemma_resume,moral_dilemma_kitten,moral_dilemma_trolley,moral_dilemma_control,presentation_experience,presentation_unpleasant,presentation_fun,presentation_challenge,PBC_1,PBC_2,PBC_3,PBC_4,PBC_5,REI_1,REI_2,REI_3,REI_4,REI_5,REI_6,REI_7,REI_8,REI_9,REI_10,REI_11,REI_12,REI_13,REI_14,REI_15,REI_16,REI_17,REI_18,REI_19,REI_20,REI_21,REI_22,REI_23,REI_24,REI_25,REI_26,REI_27,REI_28,REI_29,REI_30,REI_31,REI_32,REI_33,REI_34,REI_35,REI_36,REI_37,REI_38,REI_39,REI_40,MAIA_1_1,MAIA_1_2,MAIA_1_3,MAIA_1_4,MAIA_1_5,MAIA_1_6,MAIA_1_7,MAIA_1_8,MAIA_1_9,MAIA_1_10,MAIA_1_11,MAIA_1_12,MAIA_1_13,MAIA_1_14,MAIA_1_15,MAIA_1_16,MAIA_2_1,MAIA_2_2,MAIA_2_3,MAIA_2_4,MAIA_2_5,MAIA_2_6,MAIA_2_7,MAIA_2_8,MAIA_2_9,MAIA_2_10,MAIA_2_11,MAIA_2_12,MAIA_2_13,MAIA_2_14,MAIA_2_15,MAIA_2_16,STAI_pre,STAI_post,MAIA_noticing,MAIA_not_distracting,MAIA_not_worrying,MAIA_attention_regulation,MAIA_emotional_awareness,MAIA_self_regulation,MAIA_body_listening,MAIA_trusting,PBC,REI_rational_ability,REI_rational_engagement,REI_experiental_ability,REI_experiental_engagement,moral_judgment,moral_judgment_disgust,moral_judgment_non_disgust,presentation_evaluation,logbook,exclude
11/7/2014,11/7/2014,1,control,178,female,18,84,,2,2,1,1,2,1,1,3,1,2,2,1,1,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,8,8,8,7,7,4,6,,,,,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,4,3,4,2,4,4,3,4,2,4,4,4,4,3,4,4,2,3,3,3,2,4,3,2,3,1,4,1,1,2,2,2,5,5,4,4,1,2,1,2,2,3,2,2,4,3,3,1,1,3,3,2,1,3,5,5,4,31,,7,6,14,15,14,8,6,14,14,32,34,38,32,6.857142857142857,7.666666666666667,6.333333333333333,,,0
11/7/2014,11/7/2014,1,control,179,male,23,66,,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,4,2,7,8,9,6,7,,,,,4,4,4,4,5,5,3,2,5,4,5,4,4,4,4,5,4,5,4,1,,5,5,4,4,4,3,5,3,4,4,5,4,4,5,2,3,4,5,4,4,5,4,3,4,4,4,4,3,4,4,3,4,5,4,4,3,4,4,3,3,4,3,4,4,4,4,3,3,3,2,3,3,3,4,4,4,24,,15,11,13,25,19,11,9,12,21,40,44,37,,6.142857142857143,6.666666666666667,5.333333333333333,,,0
11/7/2014,11/7/2014,1,stress,181,male,22,47,65,3,3,3,3,3,2,2,4,2,3,2,3,3,3,4,3,2,3,4,3,3,3,2,2,2,2,1,3,1,2,2,2,2,1,3,2,2,2,3,2,4,7,3,8,2,1,9,2,86,11,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,42,,,,,,,,,,,,,,4.857142857142857,3,5.333333333333333,3,did not understand the instructions; did not prepare for the presentation,1
11/7/2014,11/7/2014,1,control,180,male,22,65,,2,2,1,1,2,1,1,3,1,3,2,2,2,1,3,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,9,7,9,6,9,1,9,,,,,4,2,1,5,4,3,4,4,4,4,4,3,4,4,3,3,4,3,4,3,3,2,4,2,3,4,3,4,3,3,2,4,3,4,4,3,2,3,4,4,3,3,2,2,3,4,4,4,4,4,2,2,3,2,3,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,5,5,5,41,,16,8,8,28,21,15,12,15,16,28,36,33,34,7.142857142857143,9,4.666666666666667,,,0
11/7/2014,11/7/2014,1,stress,188,female,20,63,64,2,2,1,1,3,1,2,2,1,3,3,2,3,1,3,3,2,1,2,3,3,3,3,3,3,1,1,3,1,3,3,1,1,1,2,2,1,2,2,2,9,9,9,8,9,5,1,2,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,,,,,,,,,,,,,,7.142857142857143,9,7.333333333333333,3,,0
11/7/2014,11/7/2014,1,control,182,male,22,72,,1,1,2,2,2,1,1,2,1,3,2,1,1,1,4,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,7,8,5,7,9,5,8,,,,,3,3,4,4,4,3,4,4,4,3,4,4,4,4,3,2,4,3,4,4,4,2,4,2,4,4,4,2,4,4,2,4,2,3,5,3,2,3,4,3,2,4,2,4,4,3,4,4,4,5,5,2,5,5,3,3,3,3,4,4,4,4,2,3,3,4,3,3,3,4,4,4,3,4,5,4,4,34,,15,12,13,25,15,14,11,13,18,28,41,31,35,7,7,6.666666666666667,,,0
11/7/2014,11/7/2014,1,stress,183,female,25,63,94,3,3,1,1,3,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,4,8,5,4,8,4,8,2,94,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,26,,,,,,,,,,,,,,5.857142857142857,5.666666666666667,5.333333333333333,3,,0
11/7/2014,11/7/2014,1,stress,185,female,18,35,53,3,2,3,3,3,1,2,3,2,3,3,3,3,2,3,3,2,2,3,3,2,2,2,3,2,2,1,2,1,3,2,2,2,1,3,2,1,2,3,2,7,6,4,4,9,5,6,2,57,47,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,40,,,,,,,,,,,,,,5.857142857142857,6.666666666666667,5,4,,0
11/7/2014,11/7/2014,1,control,186,female,18,62,,1,2,1,1,2,2,2,3,1,2,3,1,1,2,3,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,7,7,6,7,9,3,9,,,,,5,4,1,5,4,4,3,4,4,5,4,5,3,4,3,5,4,3,3,3,3,5,4,3,2,4,2,4,1,3,2,5,3,3,5,4,3,1,4,3,2,4,5,2,4,1,5,4,1,5,4,2,2,1,1,2,2,4,3,3,3,3,1,1,1,3,1,1,3,3,3,1,1,2,4,4,4,37,,11,11,4,20,7,10,4,12,19,41,39,30,28,6.857142857142857,7.333333333333333,5.666666666666667,,,0
11/7/2014,11/7/2014,1,control,184,female,18,70,,2,1,1,1,1,1,1,3,1,3,2,1,1,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,7,6,7,6,4,1,7,,,,,5,3,3,4,3,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,1,5,4,4,4,4,5,4,3,4,4,4,4,4,4,1,4,3,4,2,4,4,4,4,4,5,3,3,4,4,2,4,5,3,4,4,4,4,3,2,3,3,4,4,4,4,2,3,4,4,3,2,4,3,3,3,31,,15,10,12,24,19,13,9,9,18,34,39,40,36,5.428571428571429,6,4.333333333333333,,,0
11/7/2014,11/7/2014,1,stress,190,female,18,59,62,3,3,2,1,3,1,1,3,1,2,3,1,1,1,3,2,1,1,3,3,2,3,2,1,2,2,1,3,1,2,2,1,1,1,3,3,1,1,3,3,6,9,7,7,8,3,7,2,80,24,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,38,,,,,,,,,,,,,,6.714285714285714,7,6.333333333333333,3,,0
11/7/2014,11/7/2014,1,control,187,female,18,42,,3,3,2,1,3,1,1,3,1,4,3,1,1,2,3,3,1,1,4,3,,,,,,,,,,,,,,,,,,,,,9,5,9,7,9,6,5,,,,,4,4,3,5,3,4,4,3,4,3,3,3,3,3,4,4,2,4,3,4,3,3,3,2,3,3,4,4,4,2,3,3,4,4,3,3,3,2,4,3,1,3,3,2,3,5,5,3,5,5,4,5,2,3,1,4,4,3,4,3,1,2,5,4,4,4,4,3,2,3,3,3,2,1,4,4,3,44,,18,14,6,21,21,11,6,11,19,32,31,35,28,7.142857142857143,9,6,,,0
11/7/2014,11/7/2014,1,stress,189,female,18,61,75,3,2,2,2,3,1,1,3,1,3,2,1,1,1,3,2,1,1,3,3,3,2,1,2,3,1,1,3,1,2,3,1,1,1,3,2,1,1,3,3,8,7,8,4,8,4,3,2,9,43,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,38,,,,,,,,,,,,,,6,8,5,4,,0
